Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
8567,1-21473614,SCHOOL OF MANAGEMENT STUDIES,Western,Maharashtra,JALGAON,JALGAON,Group-2
8568,1-5592509,"SCTR'S PUNE INSTITUTE OF COMPUTER
TECHNOLOGY",Western,Maharashtra,PUNE,PUNE,Group-2
8569,1-416779041,"SDMVM'S ENGINEERING & TECHNOLOGY IN
DIPLOMA (POLYTECHNIC)",Western,Maharashtra,HINGOLI,HATTA,Group-2
8570,1-2942871,"SF'S SANDIP INSTITUTE OF TECHNOLOGY AND
RESEARCH CENTRE",Western,Maharashtra,NASHIK,MAHIRAVANI,Group-2
8571,1-34727050,SGB AMRAVATI UNIVERSITY,Western,Maharashtra,AMRAVATI,AMRAVATI,Group-2
8572,1-2625316,"SHAH AND ANCHOR KUTCHHI ENGINEERING
COLLEGE",Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8573,1-447854691,SHANKARRAO DHAWAD POLYTECHNIC,Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8574,1-2142081,"SHANTI EDUCATION SOCIETY'S, A.G. PATIL
INSTITUTE OF TECHNOLOGY",Western,Maharashtra,SOLAPUR,SOLAPUR,Group-2
8575,1-12143791,SHANTINIKETAN BUSINESS SCHOOL,Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8576,1-463896781,SHANTINIKETAN POLYTECHNIC,Western,Maharashtra,RAIGAD,NEW PANVEL,Group-2
8577,1-4156934,"SHARAD INSTITUTE OF TECHNOLOGY COLLEGE
OF ENGINEERING",Western,Maharashtra,KOLHAPUR,"YADRAV(ICHALKARNJ
I)",Group-2
8578,1-415341911,"SHARAD INSTITUTE OF TECHNOLOGY,
POLYTECHNIC, YADRAV",Western,Maharashtra,KOLHAPUR,YADRAV,Group-2
8579,1-7361851,"SHARADCHADRA PAWAR INSTITUTE OF
MANAGEMENT",Western,Maharashtra,PUNE,OTUR,Group-2
8580,1-6092911,"SHARADCHANDRA PAWAR COLLEGE OF
ENGINEERING",Western,Maharashtra,PUNE,OTUR,Group-2
8581,1-475136291,"SHARADCHANDRAJI PAWAR POLYTECHNIC
COLLEGE",Western,Maharashtra,AURANGABAD,BHALGAON,Group-2
8582,1-466080731,SHARDA POLYTECHNIC COLLEGE,Western,Maharashtra,LATUR,AURAD SHAHAJANI,Group-2
8583,1-2558181,SHATABDI INSTITUTE OF ENGINEERING & RESEARCH,Western,Maharashtra,NASHIK,"AGASKHIND, TAL. SINNAR, DIST :
NASHIK",Group-2
8584,1-413788101,SHATABDI INSTITUTE OF TECHNOLOGY,Western,Maharashtra,NASHIK,AGASKHIND,Group-2
8585,1-426031281,"SHEILA RAHEJA SCHOOL OF BUSINESS
MANAGEMENT & RESEARCH",Western,Maharashtra,"MUMBAI
SUBURBAN",MUMBAI,Group-2
8586,1-445642511,"SHETH SHRI OTARMAL SHESHMAL PARMAR
COLLEGE OF DIPLOMA ENGG.",Western,Maharashtra,RAIGAD,NAGOTHANE,Group-2
8587,1-17787444,"SHIKSHA MANDAL’S GOVINDRAM SEKSARIA
COLLEGE OF COMMERCE,WARDHA",Western,Maharashtra,WARDHA,WARDHA,Group-2
8588,1-461259591,"SHIKSHAN MAHARSHI DADASAHEB RAWAL
GOVERNMENT POLYTECHNIC DHULE",Western,Maharashtra,DHULE,DHULE,Group-2
8589,1-9870303,"SHIKSHAN MAHARSHI DR. D. Y. PATIL CENTER
FOR MANAGEMENT AND RESEARCH",Western,Maharashtra,PUNE,PIMPRI-CHINCHWAD,Group-2
8590,1-429694481,SHIKSHAN PRASARAK MANDAL'S POLYTECHNIC,Western,Maharashtra,SOLAPUR,SOLAPUR,Group-2
8591,1-6273803,"SHIKSHAN PRASARAK MANDAL'S,
DEPARTMENT OF MANAGEMENT STUDIES, NABIRA MAHAVIDYALAYA, KATOL",Western,Maharashtra,NAGPUR,KATOL,Group-2
8592,1-43368436983,"SHIKSHAN PRASARAK SANSTHA'S MBA
INSTITUTE SANGAMNER",Western,Maharashtra,AHMEDNAGAR,SANGAMNER,Group-2
8593,1-456009201,SHIVAJI POLYTECHNIC ATPADI,Western,Maharashtra,SANGLI,ATPADI,Group-2
8594,1-462213385,"SHIVAJI POLYTECHNIC COLLEGE, SANGOLA",Western,Maharashtra,SOLAPUR,SANGOLA,Group-2
8595,1-9519599191,SHIVAJI UNIVERSITY KOLHAPUR,Western,Maharashtra,KOLHAPUR,KOLHAPUR,Group-2
8596,1-2891714,"SHIVAJIRAO S JONDHALE COLLEGE OF
ENGINEERING",Western,Maharashtra,THANE,DOMBIVLI,Group-2
8597,1-462248861,SHIVAJIRAO S JONDHALE POLYTECNIC,Western,Maharashtra,THANE,AMBERNATH,Group-2
8598,1-460597801,SHIVAJIRAO S JONDHLE POLYTECHNIC,Western,Maharashtra,THANE,ASANGAON,Group-2
8599,1-21309801,"SHIVAJIRAO S. JONDHLE COLLEGE OF
ENGINEERING &TECHNOLOGY",Western,Maharashtra,THANE,SHAHAPUR,Group-2
8600,1-835070791,"SHIVGANGA CHARITABLE TRUST, SANGLI'S
VISHVESHWARYA TECHNICAL CAMPUS, FACULTY OF DIPLOMA ENGINEERING, PATGAON, MIRAJ.",Western,Maharashtra,SANGLI,MIRAJ,Group-2
8601,1-43895638608,"SHREE CHANAKYA EDUCATION SOCIETY'S
INDIRA COLLEGE OF PHARMACY",Western,Maharashtra,PUNE,PUNE,Group-2
8602,1-505713481,SHREE KAPILDHARA POLYTECHNIC,Western,Maharashtra,NASHIK,NASHIK,Group-2
8603,1-6969851,SHREE L.R. TIWARI COLLEGE OF ENGINEERING,Western,Maharashtra,THANE,MIRA ROAD,Group-2
8604,1-423117483,"SHREE RAMCHANDRA COLLEGE OF
ENGINNERING",Western,Maharashtra,PUNE,PUNE,Group-2
8605,1-489030201,SHREE SAMARTH POLYTECHNIC,Western,Maharashtra,AHMEDNAGAR,"MHASANE VILLAGE,
TAL PARNER",Group-2
8606,1-458668021,"SHREE SANTKRUPA INSTITUTE OF
ENGINEERING & TECHNOLOGY",Western,Maharashtra,SATARA,GHOGAON,Group-2
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
8607,1-4290336542,"SHREE SIDDHESHWAR WOMEN'S COLLEGE OF
ENGINEERING SOLAPUR.",Western,Maharashtra,SOLAPUR,SOLAPUR,Group-2
8608,1-11301125971,"SHREEYASH INSTITUTE OF MANAGEMENT
STUDIES AND RESEARCH",Western,Maharashtra,AURANGABAD,AURANGABAD,Group-2
8609,1-7854956,"SHREEYASH PRATISHTHAN'S, SHREEYASH
COLLEGE OF ENGINEERING & TECHNOLOGY",Western,Maharashtra,AURANGABAD,AURANGABAD,Group-2
8610,1-13181371,"SHRI AMBABAI TALIM SANSTHA'S SANJAY
BHOKRE GROUP OF INSTITUTES, MIRAJ.",Western,Maharashtra,SANGLI,MIRAJ,Group-2
8611,1-43989392113,"SHRI ANANDRAO ABITKAR COLLEGE OF
ENGINEERING",Western,Maharashtra,KOLHAPUR,PAL,Group-2
8612,1-5828281,"SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL'S ASHOKRAO MANE GROUP OF
INSTITUTIONS",Western,Maharashtra,KOLHAPUR,VATHAR TARF VADGAON,Group-2
8613,1-14318331,SHRI BALASAHEB TIRPUDE COLLEGE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY,Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8614,1-412372851,"SHRI BHAIRAVNATH NISARG MANDAL'S,
DIPLOMA IN ENGINEERING & TECHNOLOGY(POLYTECHNIC)",Western,Maharashtra,AURANGABAD,AURANGABAD,Group-2
8615,1-451404281,"SHRI CHHATRAPATI SHIVAJI MAHARAJ COLLEGE
OF ENGINEERING",Western,Maharashtra,AHMEDNAGAR,"NEPTI,",Group-2
8616,1-506411851,"SHRI CHHATRAPATI SHIVAJI SHIKSHAN
SANSTHA ADAS, SANCHALIT VASANT POLYTECHNIC COLLEGE KAIJ",Western,Maharashtra,BEED,KAIJ,Group-2
8617,1-8370541,"SHRI CHHATRAPATI SHIVAJIRAJE COLLEGE OF
ENGINEERING",Western,Maharashtra,PUNE,"DHANGWADI, PUNE",Group-2
8618,1-1500593491,"SHRI CHIMASAHEB JAGDALE INSTITUTE OF
TECHNOLOGY",Western,Maharashtra,KOLHAPUR,NARSOBAWADI,Group-2
8619,1-421143073,"SHRI DADASAHEB GAWAI CHARITABLE TRUST,
VIKRAMSHILA POLYTECHNIC",Western,Maharashtra,AMRAVATI,DARAPUR,Group-2
8620,1-439824195,"SHRI GULABRAO DEOKAR POLYTECHNIC,
JALGAON",Western,Maharashtra,JALGAON,JALGAON,Group-2
8621,1-414200305,"SHRI GURU GOBIND SINGHJI INSTITUTE OF
ENGINEERING AND TECHNOLOGY",Western,Maharashtra,NANDED,NANDED,Group-2
8622,1-484631901,"SHRI JAYKUMAR RAWAL INSTITUTE OF
TECHNOLOGY",Western,Maharashtra,DHULE,DONDAICHA,Group-2
8623,1-2181381,"SHRI KHANDERAI PRATISHTHAN'S
DNYANSAGAR INSTITUTE OF MANAGEMENT & RESEARCH",Western,Maharashtra,PUNE,PUNE,Group-2
8624,1-475221403,SHRI KRISHNARAO PANDAV POLYTECHNIC,Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8625,1-455219361,"SHRI LAXMANRAO MANKAR COLLEGE OF
POLYTECHNIC",Western,Maharashtra,GONDIA,AMGAON,Group-2
8626,1-522894761,SHRI MUKUNDRAO PANNASE POLYTECHNIC,Western,Maharashtra,NAGPUR,HINGNA/NAGPUR,Group-2
8627,1-3638154,"SHRI RAMDEOBABA COLLEGE OF ENGINEERING
AND MANAGEMENT",Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8628,1-43428717673,"SHRI RAMKRISHNA PARAMHANS POLYTECHNIC
INSTITUTE",Western,Maharashtra,PARBHANI,HASNAPUR,Group-2
8629,1-34182281,SHRI SAI COLLEGE OF ENGINEERING,Western,Maharashtra,AURANGABAD,AURANGABAD,Group-2
8630,1-34086291,"SHRI SAI COLLEGE OF ENGINEERING &
TECHNOLOGY",Western,Maharashtra,CHANDRAPUR,CHANDRAPUR,Group-2
8631,1-16393231,"SHRI SAI INSTITUTE OF MANAGEMENT &
RESEARCH",Western,Maharashtra,AURANGABAD,AURANGABAD,Group-2
8632,1-483703601,SHRI SAI INSTITUTE OF TECHNOLOGY,Western,Maharashtra,AURANGABAD,AURANGABAD,Group-2
8633,1-413854521,SHRI SAI POLYTECHNIC,Western,Maharashtra,CHANDRAPUR,CHANDRAPUR,Group-2
8634,1-451815071,SHRI SAI TAJ POLYTECHNIC,Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8635,1-43367627204,"SHRI SAMBHAJI COLLEGE OF MANAGEMENT
AND TECHNOLOGY",Western,Maharashtra,NANDED,NANDED,Group-2
8636,1-4792001,"SHRI SANT GAJANAN MAHARAJ COLLEGE OF
ENGINEERING",Western,Maharashtra,BULDHANA,SHEGAON,Group-2
8637,1-15135074,"SHRI SHANKARPRASAD AGNIHOTRI COLLEGE OF
ENGINEERING",Western,Maharashtra,WARDHA,WARDHA,Group-2
8638,1-30649163,"SHRI SHIVAJI EDUCATION SOCIETY
AMRAVATI'S, SCIENCE COLLEGE, (MCA) NAGPUR",Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8639,1-3929271,"SHRI SHIVAJI INSTITUTE OF ENGINEERING AND
MANAGEMENT STUDIES",Western,Maharashtra,PARBHANI,PARBHANI,Group-2
8640,1-478264351,SHRI SHIVAJI POLYTECHNIC INSTITUTE,Western,Maharashtra,PARBHANI,PARBHANI,Group-2
8641,1-10074451,"SHRI SHIVAJI VIDYA PRASARAK SANSTHA'S LATE BAPUSAHEB SHIVAJIRAO DEORE COLLEGE OF
ENGINEERING, DHULE",Western,Maharashtra,DHULE,DHULE,Group-2
8642,1-424082301,"SHRI SHIVAJI VIDYA PRASARAK SANSTHA'S LATE BAPUSAHEB SHIVAJIRAO DEORE POLYTECHNIC,
DHULE",Western,Maharashtra,DHULE,DHULE,Group-2
8643,1-438785271,"SHRI SIDDHESHWAR DEVASTHAN TRUSTS,SHRI
SIDDHESHWAR WOMENS POLYTECHNIC,SOLAPUR",Western,Maharashtra,SOLAPUR,SOLAPUR,Group-2
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
8644,1-714167571,SHRI SOMESHWAR SHIKSHAN PRASARAK MANDAL SHARADCHANDRA PAWAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Western,Maharashtra,PUNE,SOMESHWARNAGAR,Group-2
8645,1-7418275751,"SHRI SOMESHWAR SHIKSHAN PRASARAK
MANDAL'S SHARADCHANDRA PAWAR INSTITUTE OF MANAGEMENT AND RESEARCH SOMESHWARNAGAR",Western,Maharashtra,PUNE,SOMESHWARNAGAR,Group-2
8646,1-433763741,"SHRI SOMESHWAR SHIKSHAN PRASARAK
MANDALS SHARADCHANDRA PAWAR INSTITUTE OF TECHNOLOGY SOMESHWARNAGAR",Western,Maharashtra,PUNE,SOMESHWARNAGAR,Group-2
8647,1-43385861813,"SHRI SWAMI SAMARTH INSTITUTE OF
MANAGEMENT AND TECHNOLOGY",Western,Maharashtra,AHMEDNAGAR,BOTA,Group-2
8648,1-6075381,"SHRI TULJABHAVANI COLLEGE OF
ENGINEERING",Western,Maharashtra,OSMANABAD,TULJAPUR,Group-2
8649,1-478557941,"SHRI V. D. DESHMUKH COLLEGE OF MCA,
KOLPA LATUR",Western,Maharashtra,LATUR,LATUR,Group-2
8650,1-426992791,"SHRI VATAVRUKSHA SWAMI MAHARAJ DEVASTHAN'S,KAI.KALYANRAO(BALASAHEB)
INGALE POLYTECHNIC COLLEGE",Western,Maharashtra,SOLAPUR,AKKALKOT,Group-2
8651,1-43734624347,"SHRI VILE PARLE KELAVANI MANDALS COLLEGE
OF ENGINEERING SHIRPUR",Western,Maharashtra,DHULE,SHIRPUR,Group-2
8652,1-12053991,"SHRI VILE PARLE KELAVANI MANDAL'S DWARKADAS J. SANGHVI COLLEGE OF
ENGINEERING",Western,Maharashtra,MUMBAI SUBURBAN,MUMBAI,Group-2
8653,1-3377525821,"SHRI VILE PARLE KELAVANI MANDAL'S
INSTITUTE OF TECHNOLOGY, DHULE",Western,Maharashtra,DHULE,DHULE,Group-2
8654,1-3761188491,SHRI VILE PARLE KELAVANI MANDALS NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES DEEMED TO BE UNIVERSITY SVKMS NMIMS,Western,Maharashtra,MUMBAI SUBURBAN,MUMBAI,Group-2
8655,1-3744939231,"SHRI VILE PARLE KELAVANI MANDALS NARSEE
MONJEE INSTITUTE OF MANAGEMENT STUDIES SVKMS NMIMS",Western,Maharashtra,MUMBAI SUBURBAN,MUMBAI,Group-2
8656,1-492453991,SHRI VYANKATESH POLYTECHNIC,Western,Maharashtra,WARDHA,YELAKELI,Group-2
8657,1-44218648633,"SHRI. BHAIYASAHEB PATIL INSTITUTE OF
TECHNOLOGY",Western,Maharashtra,JALGAON,BHADGAON,Group-2
8658,1-462880891,SHRI. SHARADCHANDRA PAWAR POLYTECHNIC,Western,Maharashtra,BHANDARA,BHANDARA,Group-2
8659,1-477659611,"SHRI. SHIVAJIRAO DESHMUKH INSTITUTE OF
TECHNOLOGY",Western,Maharashtra,SANGLI,SHIRALA,Group-2
8660,1-460091841,"SHRIMAN BHAUSAHEB ZADBUKE INSTITUTE OF
POLYTECHNIC",Western,Maharashtra,SOLAPUR,BARSHI,Group-2
8661,1-8559191,"SHRIMANT JAYSHREEMALADEVI NAIK-
NIMBALKAR INSTITUTE OF MANAGEMENT STUDIES",Western,Maharashtra,SATARA,PHALTAN,Group-2
8662,1-440681303,"SHRIRAM INSTITUTE OF ENGINEERING AND
TECHNOLOGY(POLYTECHNIC), PANIV",Western,Maharashtra,SOLAPUR,PANIV,Group-2
8663,1-3836111,SIDDHANT COLLEGE OF ENGINEERING,Western,Maharashtra,PUNE,PUNE,Group-2
8664,1-4791124,"SIDDHANT INSTITUTE OF BUSINESS
MANAGEMENT",Western,Maharashtra,PUNE,PUNE,Group-2
8665,1-4782194,"SIDDHANT INSTITUTE OF COMPUTER
APPLICATION",Western,Maharashtra,PUNE,PUNE,Group-2
8666,1-463274081,SIDDHARTH POLYTECHNIC,Western,Maharashtra,SANGLI,JATH,Group-2
8667,1-465030131,SIDDHIVINAYAK TECHNICAL CAMPUS,Western,Maharashtra,BULDHANA,SHEGAON,Group-2
8668,1-5722221,SIES COLLEGE OF MANAGEMENT STUDIES,Western,Maharashtra,THANE,NAVI MUMBAI,Group-2
8669,1-2933231,SIES GRADUATE SCHOOL OF TECHNOLOGY,Western,Maharashtra,THANE,NAVI MUMBAI,Group-2
8670,1-8310778121,SIES SCHOOL OF BUSINESS STUDIES,Western,Maharashtra,THANE,"NERUL, NAVI
MUMBAI",Group-2
8671,1-4527041,"SINDHUDURG SHIKSHAN PRASARAK MANDAL'S
COLLEGE OF ENGINEERING",Western,Maharashtra,SINDHUDURG,KANKAVLI,Group-2
8672,1-4676331,SINHGAD ACADEMY OF ENGINEERING,Western,Maharashtra,PUNE,PUNE,Group-2
8673,1-5433851,SINHGAD BUSINESS SCHOOL,Western,Maharashtra,PUNE,PUNE,Group-2
8674,1-3674191,SINHGAD COLLEGE OF ENGINEERING,Western,Maharashtra,PUNE,PUNE,Group-2
8675,1-5101681,SINHGAD INSTITUTE OF BUSINESS ADMINISTRATION & COMPUTER APPLICATION,Western,Maharashtra,PUNE,LONAVALA,Group-2
8676,1-6051826,"SINHGAD INSTITUTE OF BUSINESS
ADMINISTRATION AND RESEARCH",Western,Maharashtra,PUNE,PUNE,Group-2
8677,1-5825801,"SINHGAD INSTITUTE OF BUSINESS
ADMINISTRATION AND RESEARCH",Western,Maharashtra,PUNE,PUNE,Group-2
8678,1-7101687,"SINHGAD INSTITUTE OF BUSINESS
MANAGEMENT",Western,Maharashtra,"MUMBAI
SUBURBAN",MUMBAI,Group-2
8679,1-6240581,"SINHGAD INSTITUTE OF HOTEL MANAGEMENT
& CATERING TECHNOLOGY",Western,Maharashtra,PUNE,LONAVALA,Group-2
8680,1-5813921,SINHGAD INSTITUTE OF MANAGEMENT,Western,Maharashtra,PUNE,PUNE,Group-2
8681,1-4077114,"SINHGAD INSTITUTE OF MANAGEMENT AND
COMPUTER APPLICATION",Western,Maharashtra,PUNE,NARHE,Group-2
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
8682,1-6548771,"SINHGAD INSTITUTE OF MANAGEMENT, (MBA
PROGRAMME)",Western,Maharashtra,PUNE,PUNE,Group-2
8683,1-6220111,"SINHGAD INSTITUTE OF MGMT & COMPUTER
APPLICATION",Western,Maharashtra,PUNE,NARHE,Group-2
8684,1-5285631,SINHGAD INSTITUTE OF TECHNOLOGY,Western,Maharashtra,PUNE,LONAVALA,Group-2
8685,1-4606451,"SINHGAD INSTITUTE OF TECHNOLOGY AND
SCIENCE",Western,Maharashtra,PUNE,PUNE,Group-2
8686,1-419413641,"SINHGAD TECHNICAL EDUCATION SOCIETY'S
SOU. VENUTAI CHAVAN POLYTECHNIC",Western,Maharashtra,PUNE,PUNE,Group-2
8687,1-2945121,"SIPNA COLLEGE OF ENGINEERING &
TECHNOLOGY",Western,Maharashtra,AMRAVATI,AMRAVATI,Group-2
8688,1-499147891,SIR J. J. INSTITUTE OF APPLIED ART,Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8689,1-3515260748,SIR J. J. SCHOOL OF ART,Western,Maharashtra,MUMBAI CITY,"GREATER MUMBAI
[BOMBAY]",Group-2
8690,1-3108533,"SIR M VISVESVARAYA INSTITUTE OF
MANAGEMENT STUDIES AND RESEARCH",Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8691,1-19640842,SIR VISVESVARAYA INSTITUTE OF TECHNOLOGY,Western,Maharashtra,NASHIK,NASHIK,Group-2
8692,1-459215421,"SKN SINHGAD INSTITUTE OF TECHNOLOGY &
SCIENCE",Western,Maharashtra,PUNE,"KUSGAON,
LONAVALA",Group-2
8693,1-44527145254,SMEF'S BRICK SCHOOL OF ARCHITECTURE,Western,Maharashtra,PUNE,PUNE,Group-2
8694,1-744480121,SMT GEETA D TATKARE POLYTECHNIC,Western,Maharashtra,RAIGAD,ROHA,Group-2
8695,1-5935221,"SMT INDIRA GANDHI COLLEGE OF
ENGINEERING",Western,Maharashtra,THANE,NAVI MUMBAI,Group-2
8696,1-11318515341,"SMT PARMESHWARIDEVI DURGADUTT TIBREWALA INSTITUTE OF MANAGEMENT AND
RESEARCH",Western,Maharashtra,MUMBAI SUBURBAN,BANDRA-MUMBAI,Group-2
8697,1-44231400553,"SMT RADHADEVI GOENKA COLLEGE FOR
WOMEN",Western,Maharashtra,AKOLA,AKOLA,Group-2
8698,1-4266964,"SMT. KASHIBAI NAVALE COLLEGE OF
ENGINEERING",Western,Maharashtra,PUNE,PUNE,Group-2
8699,1-477725151,"SMT. PREMALATAI CHAVAN POLYTECHNIC,
KARAD",Western,Maharashtra,SATARA,KARAD,Group-2
8700,1-6154233,"SMT. RADHIKATAI PANDAV COLLEGE OF
ENGINEERING,",Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8701,1-3692218991,"SMT.JAYSHREE SHARADCHANDRA KOTHARI
BUSINESS SCHOOL",Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8702,1-460448591,"SMT.SHARCHCHANDRIKA SURESH PATIL INSTITUTE OF TECHNOLOGY (POLYTECHNIC),
CHOPDA",Western,Maharashtra,JALGAON,CHOPDA,Group-2
8703,1-3396281,"SND COLLEGE OF ENGINEERING & RESEARCH
CENTER, BABHULGAON",Western,Maharashtra,NASHIK,YEOLA,Group-2
8704,1-8619361,"SNJBS LATE SAU. KANTABAI BHAVARLALJI JAIN
COLLEGE OF ENGINEERING",Western,Maharashtra,NASHIK,CHANDWAD,Group-2
8705,1-433952121,"SOLAPUR EDUCATION SOCIETY'S POLYTECHNIC,
SOLAPUR",Western,Maharashtra,SOLAPUR,SOLAPUR,Group-2
8706,1-522899491,SOMAYYA DIPLOMA IN ENGINEERING,Western,Maharashtra,CHANDRAPUR,CHANDRAPUR,Group-2
8707,1-44037227160,SOMAYYA INSTITUTE OF TECHNOLOGY,Western,Maharashtra,CHANDRAPUR,CHANDRAPUR,Group-2
8708,1-455493441,SONATAI PANDAV POLYTECHNIC,Western,Maharashtra,NAGPUR,KATOL,Group-2
8709,1-451658073,"SONIYA GANDHI POLYTECHNIC, SHRIGONDA",Western,Maharashtra,AHMEDNAGAR,SHRIGONDA,Group-2
8710,1-735366791,"SOPHIA SHREE B.K.SOMANI MEMORIAL
POLYTECHNIC",Western,Maharashtra,MUMBAI CITY,CITY,Group-2
8711,1-475426153,"SOU SHARDADEVI PANDIT POLYTECHNI
INSTITUTE ALANI",Western,Maharashtra,OSMANABAD,ALANI,Group-2
8712,1-8773881,"SSBT'S COLLEGE OF ENGINEERING &
TECHNOLOGY",Western,Maharashtra,JALGAON,JALGAON,Group-2
8713,1-413851051,"ST. FRANCIS INSTITUTE OF MANAGEMENT AND
RESEARCH",Western,Maharashtra,"MUMBAI
SUBURBAN",MUMBAI,Group-2
8714,1-8075086891,"ST. FRANCIS INSTITUTE OF MANAGEMENT AND
RESEARCH PGDM",Western,Maharashtra,"MUMBAI
SUBURBAN",KANDIVALI(WEST),Group-2
8715,1-4154841,"ST. FRANCIS INSTITUTE OF TECHNOLOGY
(ENGG. COLLEGE)",Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8716,1-4790201,"ST. JOHN COLLEGE OF ENGINEERING AND
MANAGEMENT",Western,Maharashtra,THANE,PALGHAR,Group-2
8717,1-8718443,"ST. VINCENT PALLOTTI COLLEGE OF ENGG. &
TECHNOLOGY, NAGPUR",Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8718,1-43389290107,"ST. WILFREDS COLLEGE OF COMPUTER
SCIENCES",Western,Maharashtra,THANE,MIRA ROAD,Group-2
8719,1-43379005493,"ST. WILFREDS COLLEGE OF MANAGEMENT
STUDIES",Western,Maharashtra,THANE,MIRA ROAD,Group-2
8720,1-413785501,ST. XAVIER'S TECHNICAL INSTITUTE,Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8721,1-812320421,SUHAS INSTITUTE OF TECHNOLOGY,Western,Maharashtra,PUNE,YAVAT - KASURDI,Group-2
8722,1-835210071,SUMAN RAMESH TULSIANI TECHNICAL CAMPUS- FACULTY OF ENGINEERING,Western,Maharashtra,PUNE,"MAUJE KHAMSHET,TAL.MAV
AL, DIST. PUNE,",Group-2
8723,1-44136040053,"SUNITATAI EKNATHRAO DHAKANE COLLEGE OF
MANAGEMENT SHEVGAON",Western,Maharashtra,AHMEDNAGAR,SHEVGAON,Group-2
8724,1-484796881,SUNSUBA POLYTECHNIC,Western,Maharashtra,NASHIK,"MUNDEGAON,TAL-
IGATPURI.",Group-2
Groupwise Bifurcation of Institutions for Approval Process 2025-26,,,,,,,
Sr.No,"AICTE
Permanent Id",Institute Name,Region,State,District,City,User Group
8725,1-2893010601,SURAJ INSTITUTE OF MANAGEMENT,Western,Maharashtra,BEED,BEED,Group-2
8726,1-8811131,"SURYADATTA INSTITUTE OF MANAGEMENT
AND MASS COMMUNICATION",Western,Maharashtra,PUNE,PUNE,Group-2
8727,1-7501805811,"SURYADATTA INSTITUTE OF MANAGEMENT
AND MASS COMMUNICATION PGDM",Western,Maharashtra,PUNE,PUNE,Group-2
8728,1-11936911,"SURYADATTA INSTITUTION OF BUSINESS
MANAGEMENT & TECHNOLOGY",Western,Maharashtra,PUNE,PUNE,Group-2
8729,1-6595181,"SURYODAYA COLLEGE OF ENGINEERING &
TECHNOLOGY",Western,Maharashtra,NAGPUR,NAGPUR,Group-2
8730,1-455837081,SUSHGANGA POLYTECHNIC,Western,Maharashtra,YAVATMAL,WANI,Group-2
8731,1-43390348917,"SUSHILA SURYAWANSHI MANAGEMENT
INSTITUTE OF TECHNOLOGY ADVANCEMENT",Western,Maharashtra,AMRAVATI,AMRAVATI,Group-2
8732,1-455434311,"SVERI'S ,COLLEGE OF ENGINEERING
(POLYTECHNIC),PANDHARPUR",Western,Maharashtra,SOLAPUR,PANDHARPUR,Group-2
8733,1-9554891,"SVERI'S COLLEGE OF ENGINEERING,
PANDHARPUR",Western,Maharashtra,SOLAPUR,PANDHARPUR,Group-2
8734,1-8746765381,SVIMS BUSINESS SCHOOL,Western,Maharashtra,MUMBAI CITY,MUMBAI,Group-2
8735,1-513082061,"SVKM'S NARSEE MONJEE INSTITUTE OF
MANAGEMENT STUDIES",Western,Maharashtra,DHULE,SHIRPUR,Group-2
8736,1-3387375781,"SVKM'S NMIMS SCHOOL OF BUSINESS
MANAGEMENT, NAVI MUMBAI",Western,Maharashtra,RAIGAD,"KHARGHAR, NAVI
MUMBAI",Group-2
8737,1-415325881,SVKM'S SHRI BHAGUBHAI MAFATLAL POLYTECHNIC AND COLLEGE OF ENGINEERING,Western,Maharashtra,MUMBAI SUBURBAN,MUMBAI,Group-2
8738,1-490747501,"SWAMI RAMANAND TEERTH MARATHWADA
UNIVERSITY'S SUB-CENTRE,LATUR",Western,Maharashtra,LATUR,LATUR,Group-2
8739,1-1455267131,"SWAMI VIVEKANAD INSTITUTE OF
POLYTECHNIC,LATUR",Western,Maharashtra,LATUR,LATUR,Group-2
